Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
DA10,1N4148,D_SOD-123,226.798715,-3.450197,352.0,bottom
DA11,1N4148,D_SOD-123,247.501459,-1.660197,356.0,bottom
DA12,1N4148,D_SOD-123,268.326215,-1.260197,0.0,bottom
DA13,1N4148,D_SOD-123,289.706215,-1.270197,0.0,bottom
DB0,1N4148,D_SOD-123,23.758715,-25.070197,0.0,bottom
DB1,1N4148,D_SOD-123,42.828715,-25.090197,0.0,bottom
DB2,1N4148,D_SOD-123,61.878715,-22.700197,0.0,bottom
DB3,1N4148,D_SOD-123,84.478715,-27.680197,12.0,bottom
DB4,1N4148,D_SOD-123,103.108715,-31.600197,12.0,bottom
DB5,1N4148,D_SOD-123,121.738715,-35.560197,12.0,bottom
DB6,1N4148,D_SOD-123,140.358715,-39.510197,12.0,bottom
DB7,1N4148,D_SOD-123,172.888715,-37.560197,348.0,bottom
DB8,1N4148,D_SOD-123,191.488715,-33.610197,348.0,bottom
DB9,1N4148,D_SOD-123,210.128715,-29.620197,348.0,bottom
DB10,1N4148,D_SOD-123,228.788715,-25.670197,348.0,bottom
DB11,1N4148,D_SOD-123,251.628715,-22.710197,0.0,bottom
DB12,1N4148,D_SOD-123,270.666215,-25.070197,0.0,bottom
DB13,1N4148,D_SOD-123,299.218715,-25.090196,0.0,bottom
DC0,1N4148,D_SOD-123,28.538715,-44.100197,0.0,bottom
DC1,1N4148,D_SOD-123,52.338715,-44.120197,0.0,bottom
DC2,1N4148,D_SOD-123,75.268715,-45.210197,12.0,bottom
DC3,1N4148,D_SOD-123,93.888715,-49.130197,12.0,bottom
DC4,1N4148,D_SOD-123,112.538715,-53.080197,12.0,bottom
DC5,1N4148,D_SOD-123,131.188715,-57.040197,12.0,bottom
DC6,1N4148,D_SOD-123,182.078715,-55.110197,348.0,bottom
DC7,1N4148,D_SOD-123,200.698715,-51.150197,348.0,bottom
DC8,1N4148,D_SOD-123,219.338715,-47.190197,348.0,bottom
DC9,1N4148,D_SOD-123,237.948715,-43.210197,348.0,bottom
DC10,1N4148,D_SOD-123,261.098715,-44.130197,0.0,bottom
DC11,1N4148,D_SOD-123,277.996215,-44.130197,0.0,bottom
DC12,1N4148,D_SOD-123,299.268715,-44.110197,0.0,bottom
DC13,1N4148,D_SOD-123,323.056215,-44.080197,0.0,bottom
DD0,1N4148,D_SOD-123,28.476215,-63.190197,0.0,bottom
DD1,1N4148,D_SOD-123,54.718715,-63.170197,0.0,bottom
DD2,1N4148,D_SOD-123,77.668715,-65.170197,12.0,bottom
DD3,1N4148,D_SOD-123,96.328715,-69.130197,12.0,bottom
DD4,1N4148,D_SOD-123,114.958715,-73.080197,12.0,bottom
DD5,1N4148,D_SOD-123,133.538715,-77.040197,12.0,bottom
DD6,1N4148,D_SOD-123,156.726215,-86.990197,0.0,bottom
DD7,1N4148,D_SOD-123,179.692659,-75.067143,348.0,bottom
DD8,1N4148,D_SOD-123,198.318715,-71.130197,348.0,bottom
DD9,1N4148,D_SOD-123,216.918715,-67.170197,348.0,bottom
DD10,1N4148,D_SOD-123,235.578715,-63.210197,348.0,bottom
DD11,1N4148,D_SOD-123,258.708715,-63.160197,0.0,bottom
DD12,1N4148,D_SOD-123,277.806215,-63.150197,0.0,bottom
DD13,1N4148,D_SOD-123,308.778715,-63.180197,0.0,bottom
DE0,1N4148,D_SOD-123,26.148715,-82.240197,0.0,bottom
DE1,1N4148,D_SOD-123,57.108715,-82.220197,0.0,bottom
DE2,1N4148,D_SOD-123,80.038715,-85.150197,12.0,bottom
DE3,1N4148,D_SOD-123,98.678715,-89.110197,12.0,bottom
DE4,1N4148,D_SOD-123,117.302659,-93.053251,12.0,bottom
DE5,1N4148,D_SOD-123,135.958715,-96.990197,12.0,bottom
DE6,1N4148,D_SOD-123,156.728715,-106.050197,0.0,bottom
DE7,1N4148,D_SOD-123,177.308715,-95.040197,348.0,bottom
DE8,1N4148,D_SOD-123,195.968715,-91.120197,348.0,bottom
DE9,1N4148,D_SOD-123,214.578715,-87.140197,348.0,bottom
DE10,1N4148,D_SOD-123,233.188715,-83.180197,348.0,bottom
DE11,1N4148,D_SOD-123,256.388715,-82.220197,0.0,bottom
DE12,1N4148,D_SOD-123,282.528715,-82.240197,0.0,bottom
DE13,1N4148,D_SOD-123,311.118715,-84.590197,0.0,bottom
DF0,1N4148,D_SOD-123,28.508715,-101.300197,0.0,bottom
DF1,1N4148,D_SOD-123,52.318715,-101.280197,0.0,bottom
DF2,1N4148,D_SOD-123,80.748715,-104.790197,12.0,bottom
DF3,1N4148,D_SOD-123,117.988715,-112.690197,12.0,bottom
DF4,1N4148,D_SOD-123,190.578715,-111.720197,348.0,bottom
DF5,1N4148,D_SOD-123,232.498715,-102.810197,348.0,bottom
DF6,1N4148,D_SOD-123,261.128715,-101.270197,0.0,bottom
DF7,1N4148,D_SOD-123,292.086215,-103.660197,0.0,bottom
DF8,1N4148,D_SOD-123,311.098715,-103.630197,0.0,bottom
DF9,1N4148,D_SOD-123,316.828715,-101.110197,0.0,bottom
DF10,1N4148,D_SOD-123,311.166215,-1.270197,0.0,bottom
DF11,1N4148,D_SOD-123,330.208715,-1.280197,0.0,bottom
DF12,1N4148,D_SOD-123,331.338715,-29.910197,90.0,bottom
DF13,1N4148,D_SOD-123,141.427697,-122.24,0.0,bottom
F1,500mA,Fuse_1206_3216Metric,149.168715,-23.315197,270.0,bottom
J3,Conn_01x03,conn_3pins,2.978719,-62.345198,90.0,top
JUSB1,USB Port,GCT_USB4085-GF-A_REVA4,152.0,-9.7,180.0,bottom
KA0,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,9.525,-0.0,0.0,top
KA1,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,30.9563,-0.0,0.0,top
KA2,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,51.8351,-0.0464,-4.0,top
KA3,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,72.6611,-1.5143,-8.0,top
KA4,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,93.3352,-4.3964,-12.0,top
KA5,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,113.3831,-8.8571,-7.0,top
KA6,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,132.7911,-11.1787,-5.0,top
KA7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,152.2686,-12.839,5.0,top
KA8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,171.7461,-11.1787,7.0,top
KA9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,192.0683,-8.3571,12.0,top
KA10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,212.5115,-4.1655,8.0,top
KA11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,233.1985,-1.3753,4.0,top
KA12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,254.031,-0.0,0.0,top
KA13,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,275.4622,-0.0,0.0,top
KB0,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,9.525,-23.8125,0.0,top
KB1,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,28.575,-23.8125,0.0,top
KB2,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,47.625,-21.4312,0.0,top
KB3,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,70.8042,-23.4598,-12.0,top
KB4,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,89.4379,-27.4205,-12.0,top
KB5,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,108.0716,-31.3812,-12.0,top
KB6,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,126.7053,-35.3419,-12.0,top
KB7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,158.6982,-39.3027,12.0,top
KB8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,177.3319,-35.3419,12.0,top
KB9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,195.9656,-31.3812,12.0,top
KB10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,214.5993,-27.4205,12.0,top
KB11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,237.3622,-21.4312,0.0,top
KB12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,256.4122,-23.8125,0.0,top
KB13,CPG151101S11-1,SW_Cherry_MX_2.00u_Hotswap,275.4622,-23.8125,0.0,top
KC0,CPG151101S11-1,SW_Cherry_MX_1.50u_Hotswap,9.525,-42.8625,0.0,top
KC1,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,38.1,-42.8625,0.0,top
KC2,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,61.6107,-40.9812,-12.0,top
KC3,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,80.2444,-44.942,-12.0,top
KC4,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,98.8781,-48.9027,-12.0,top
KC5,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,117.5119,-52.8634,-12.0,top
KC6,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,167.8917,-56.8241,12.0,top
KC7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,186.5254,-52.8634,12.0,top
KC8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,205.1591,-48.9027,12.0,top
KC9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,223.7928,-44.942,12.0,top
KC10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,246.8872,-42.8625,0.0,top
KC11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,265.9372,-42.8625,0.0,top
KC12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,284.9872,-42.8625,0.0,top
KC13,CPG151101S11-1,SW_Cherry_MX_1.50u_Hotswap,304.0372,-42.8625,0.0,top
KD0,CPG151101S11-1,SW_Cherry_MX_1.75u_Hotswap,7.1438,-61.9125,0.0,top
KD1,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,40.4813,-61.9125,0.0,top
KD2,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,63.992,-60.963,-12.0,top
KD3,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,82.6257,-64.9237,-12.0,top
KD4,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,101.2594,-68.8844,-12.0,top
KD5,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,119.8931,-72.8451,-12.0,top
KD6,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,142.4936,-85.725,0.0,top
KD7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,165.5104,-76.8059,12.0,top
KD8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,184.1441,-72.8451,12.0,top
KD9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,202.7778,-68.8844,12.0,top
KD10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,221.4115,-64.9237,12.0,top
KD11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,244.506,-61.9125,0.0,top
KD12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,263.556,-61.9125,0.0,top
KD13,CPG151101S11-1,SW_Cherry_MX_2.25u_Hotswap,282.606,-61.9125,0.0,top
KE0,CPG151101S11-1,SW_Cherry_MX_2.25u_Hotswap,0.0,-80.9625,0.0,top
KE1,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,42.8625,-80.9625,0.0,top
KE2,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,66.3732,-80.9447,-12.0,top
KE3,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,85.0069,-84.9054,-12.0,top
KE4,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,103.6406,-88.8662,-12.0,top
KE5,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,122.2744,-92.8269,-12.0,top
KE6,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,142.4936,-104.775,0.0,top
KE7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,163.1292,-96.7876,12.0,top
KE8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,181.7629,-92.8269,12.0,top
KE9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,200.3966,-88.8662,12.0,top
KE10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,219.0303,-84.9054,12.0,top
KE11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,242.1247,-80.9625,0.0,top
KE12,CPG151101S11-1,SW_Cherry_MX_1.75u_Hotswap,261.1747,-80.9625,0.0,top
KE13,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,296.8935,-83.3437,0.0,top
KF0,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,11.9063,-100.0125,0.0,top
KF1,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,35.7188,-100.0125,0.0,top
KF2,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,64.7417,-100.0735,-12.0,top
KF3,CPG151101S11-1,SW_Cherry_MX_2.75u_Hotswap_Reversed,88.0339,-105.0244,-12.0,top
KF4,CPG151101S11-1,SW_Cherry_MX_2.25u_Hotswap_Reversed,164.7607,-115.9164,12.0,top
KF5,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,216.0034,-105.0244,12.0,top
KF6,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,244.506,-100.0125,0.0,top
KF7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,277.8435,-102.3937,0.0,top
KF8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,296.8935,-102.3937,0.0,top
KF9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,315.9435,-102.3937,0.0,top
KF10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,296.8935,-0.0,0.0,top
KF11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,315.9435,-0.0,0.0,top
KF12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,313.5622,-23.8125,0.0,top
R0,1k,R_0402_1005Metric,171.418714,-30.510196,270.0,bottom
R1,5k1,R_0402_1005Metric,150.148715,-17.000197,90.0,bottom
R2,5k1,R_0402_1005Metric,153.878715,-17.020197,90.0,bottom
R3,27,R_0402_1005Metric,152.568715,-31.090197,270.0,bottom
R4,27,R_0402_1005Metric,151.568715,-31.095197,270.0,bottom
R5,1k,R_0402_1005Metric,153.478715,-45.370197,90.0,bottom
R6,1k,R_0402_1005Metric,147.608715,-47.170197,90.0,bottom
RGBA0,SK6812MINI-E,SK6812-MINI-E_back,19.038715,-14.520197,0.0,top
RGBA1,SK6812MINI-E,SK6812-MINI-E_back,40.478715,-14.520197,0.0,top
RGBA2,SK6812MINI-E,SK6812-MINI-E_back,60.309074,-15.190383,-4.0,top
RGBA3,SK6812MINI-E,SK6812-MINI-E_back,80.074382,-17.221641,-8.0,top
RGBA4,SK6812MINI-E,SK6812-MINI-E_back,99.638715,-20.580197,-12.0,top
RGBA5,SK6812MINI-E,SK6812-MINI-E_back,121.058715,-24.430197,-7.0,top
RGBA6,SK6812MINI-E,SK6812-MINI-E_back,141.018715,-26.480197,-5.0,top
RGBA7,SK6812MINI-E,SK6812-MINI-E_back,163.023785,-26.479589,5.0,top
RGBA8,SK6812MINI-E,SK6812-MINI-E_back,182.968715,-24.430197,7.0,top
RGBA9,SK6812MINI-E,SK6812-MINI-E_back,204.410372,-20.583982,12.0,top
RGBA10,SK6812MINI-E,SK6812-MINI-E_back,223.968715,-17.220197,8.0,top
RGBA11,SK6812MINI-E,SK6812-MINI-E_back,243.718715,-15.200197,4.0,top
RGBA12,SK6812MINI-E,SK6812-MINI-E_back,263.548715,-14.520197,0.0,top
RGBA13,SK6812MINI-E,SK6812-MINI-E_back,284.988715,-14.520197,0.0,top
RGBB0,SK6812MINI-E,SK6812-MINI-E_back,19.048715,-38.340197,0.0,top
RGBB1,SK6812MINI-E,SK6812-MINI-E_back,38.098715,-38.320197,0.0,top
RGBB2,SK6812MINI-E,SK6812-MINI-E_back,57.148715,-35.950197,0.0,top
RGBB3,SK6812MINI-E,SK6812-MINI-E_back,77.098715,-39.640197,-12.0,top
RGBB4,SK6812MINI-E,SK6812-MINI-E_back,95.738505,-43.613633,-12.0,top
RGBB5,SK6812MINI-E,SK6812-MINI-E_back,114.368505,-47.573633,-12.0,top
RGBB6,SK6812MINI-E,SK6812-MINI-E_back,132.998715,-51.530197,-12.0,top
RGBB7,SK6812MINI-E,SK6812-MINI-E_back,171.040372,-51.533983,12.0,top
RGBB8,SK6812MINI-E,SK6812-MINI-E_back,189.670372,-47.563983,12.0,top
RGBB9,SK6812MINI-E,SK6812-MINI-E_back,208.308715,-43.610197,12.0,top
RGBB10,SK6812MINI-E,SK6812-MINI-E_back,226.940372,-39.643983,12.0,top
RGBB11,SK6812MINI-E,SK6812-MINI-E_back,246.888715,-35.960197,0.0,top
RGBB12,SK6812MINI-E,SK6812-MINI-E_back,265.948715,-38.340197,0.0,top
RGBB13,SK6812MINI-E,SK6812-MINI-E_back,294.518715,-38.330197,0.0,top
RGBC0,SK6812MINI-E,SK6812-MINI-E_back,23.808715,-57.390197,0.0,top
RGBC1,SK6812MINI-E,SK6812-MINI-E_back,47.628715,-57.390197,0.0,top
RGBC2,SK6812MINI-E,SK6812-MINI-E_back,67.908715,-57.170197,-12.0,top
RGBC3,SK6812MINI-E,SK6812-MINI-E_back,86.538505,-61.133633,-12.0,top
RGBC4,SK6812MINI-E,SK6812-MINI-E_back,105.178715,-65.090197,-12.0,top
RGBC5,SK6812MINI-E,SK6812-MINI-E_back,123.808715,-69.050197,-12.0,top
RGBC6,SK6812MINI-E,SK6812-MINI-E_back,180.230372,-69.053983,12.0,top
RGBC7,SK6812MINI-E,SK6812-MINI-E_back,198.858715,-65.090197,12.0,top
RGBC8,SK6812MINI-E,SK6812-MINI-E_back,217.500372,-61.123983,12.0,top
RGBC9,SK6812MINI-E,SK6812-MINI-E_back,236.128715,-57.170197,12.0,top
RGBC10,SK6812MINI-E,SK6812-MINI-E_back,256.408715,-57.380197,0.0,top
RGBC11,SK6812MINI-E,SK6812-MINI-E_back,275.468715,-57.390197,0.0,top
RGBC12,SK6812MINI-E,SK6812-MINI-E_back,294.518715,-57.390197,0.0,top
RGBC13,SK6812MINI-E,SK6812-MINI-E_back,318.328715,-57.380197,0.0,top
RGBD0,SK6812MINI-E,SK6812-MINI-E_back,23.808715,-76.440197,0.0,top
RGBD1,SK6812MINI-E,SK6812-MINI-E_back,50.008715,-76.440197,0.0,top
RGBD2,SK6812MINI-E,SK6812-MINI-E_back,70.298505,-77.153633,-12.0,top
RGBD3,SK6812MINI-E,SK6812-MINI-E_back,88.918505,-81.103633,-12.0,top
RGBD4,SK6812MINI-E,SK6812-MINI-E_back,107.558505,-85.063633,-12.0,top
RGBD5,SK6812MINI-E,SK6812-MINI-E_back,126.188505,-89.033633,-12.0,top
RGBD6,SK6812MINI-E,SK6812-MINI-E_back,152.018715,-100.250197,0.0,top
RGBD7,SK6812MINI-E,SK6812-MINI-E_back,177.850372,-89.033983,12.0,top
RGBD8,SK6812MINI-E,SK6812-MINI-E_back,196.478715,-85.070197,12.0,top
RGBD9,SK6812MINI-E,SK6812-MINI-E_back,215.110372,-81.103983,12.0,top
RGBD10,SK6812MINI-E,SK6812-MINI-E_back,233.750372,-77.143983,12.0,top
RGBD11,SK6812MINI-E,SK6812-MINI-E_back,254.028715,-76.440197,0.0,top
RGBD12,SK6812MINI-E,SK6812-MINI-E_back,273.078715,-76.420197,0.0,top
RGBD13,SK6812MINI-E,SK6812-MINI-E_back,304.038715,-76.430197,0.0,top
RGBE0,SK6812MINI-E,SK6812-MINI-E_back,21.428715,-95.490197,0.0,top
RGBE1,SK6812MINI-E,SK6812-MINI-E_back,52.398715,-95.490197,0.0,top
RGBE2,SK6812MINI-E,SK6812-MINI-E_back,72.668715,-97.130197,-12.0,top
RGBE3,SK6812MINI-E,SK6812-MINI-E_back,91.298715,-101.090197,-12.0,top
RGBE4,SK6812MINI-E,SK6812-MINI-E_back,109.938715,-105.050197,-12.0,top
RGBE5,SK6812MINI-E,SK6812-MINI-E_back,128.568505,-109.023633,-12.0,top
RGBE6,SK6812MINI-E,SK6812-MINI-E_back,152.013715,-119.290197,0.0,top
RGBE7,SK6812MINI-E,SK6812-MINI-E_back,175.468715,-109.010197,12.0,top
RGBE8,SK6812MINI-E,SK6812-MINI-E_back,194.098715,-105.060197,12.0,top
RGBE9,SK6812MINI-E,SK6812-MINI-E_back,212.728715,-101.090197,12.0,top
RGBE10,SK6812MINI-E,SK6812-MINI-E_back,231.368715,-97.130197,12.0,top
RGBE11,SK6812MINI-E,SK6812-MINI-E_back,251.648715,-95.490197,0.0,top
RGBE12,SK6812MINI-E,SK6812-MINI-E_back,277.848715,-95.490197,0.0,top
RGBE13,SK6812MINI-E,SK6812-MINI-E_back,306.418715,-97.870197,0.0,top
RGBF0,SK6812MINI-E,SK6812-MINI-E_back,23.818715,-114.520197,0.0,top
RGBF1,SK6812MINI-E,SK6812-MINI-E_back,47.628715,-114.530197,0.0,top
RGBF2,SK6812MINI-E,SK6812-MINI-E_back,73.368505,-116.753633,-12.0,top
RGBF3,SK6812MINI-E,SK6812-MINI-E_back,110.638505,-124.673633,-12.0,top
RGBF4,SK6812MINI-E,SK6812-MINI-E_back,188.740372,-125.663983,12.0,top
RGBF5,SK6812MINI-E,SK6812-MINI-E_back,230.670372,-116.753983,12.0,top
RGBF6,SK6812MINI-E,SK6812-MINI-E_back,256.418715,-114.540197,0.0,top
RGBF7,SK6812MINI-E,SK6812-MINI-E_back,287.368715,-116.920197,0.0,top
RGBF8,SK6812MINI-E,SK6812-MINI-E_back,306.418715,-116.910197,0.0,top
RGBF9,SK6812MINI-E,SK6812-MINI-E_back,325.468715,-116.920197,0.0,top
RGBF10,SK6812MINI-E,SK6812-MINI-E_back,306.418715,-14.520197,0.0,top
RGBF11,SK6812MINI-E,SK6812-MINI-E_back,325.468715,-14.530197,0.0,top
RGBF12,SK6812MINI-E,SK6812-MINI-E_back,323.088715,-38.340197,0.0,top
RGBI0,SK6812MINI-E,SK6812-MINI-E_back,5.963715,-52.3875,-90.0,top
RGBI1,SK6812MINI-E,SK6812-MINI-E_back,4.463715,-38.395197,-90.0,top
RGBI2,SK6812MINI-E,SK6812-MINI-E_back,4.463715,-28.415197,-90.0,top
RSW1,SW_RST,SW_RST,2.753715,-18.9952,90.0,top
RSW2,SW_RST,SW_RST,2.753715,-8.995197,90.0,top
SW1,Rotary_Encoder_Switch,RotaryEncoder_EC11-Switch_Horizontal_H15mm,152.018608,-130.805,-90.0,top
U1,XC6206PxxxMR-Regulator_Linear,SOT-23,149.178715,-27.532697,90.0,bottom
U2,W25Q32JVS,SOIC-8_5.23x5.23mm_P1.27mm,166.118715,-32.910197,0.0,bottom
U3,RP2040,RP2040-QFN-56,153.281215,-39.602697,0.0,bottom
U4,USBLC6-2SC6,SOT-23-6,152.008715,-23.390197,90.0,bottom
Y1,12MHz Crystal 3225,Crystal_SMD_3225-4Pin_3.2x2.5mm,154.578715,-48.270197,180.0,bottom
